category,manufacturer,modelname,serialnumber,ondate,inventory,operatorcode,project,ownercode,propertytag,epochnotes,isinstalled,netcode,lookupcode,monname,installdate
BATTERY,UNKNOWN,UNKNOWN,M52A1-2013-01,2013-01-19 (019) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M52A,"Chesterland, OH, USA",2013-01-19 (019) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,M52A2-2013-01,2013-01-19 (019) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M52A,"Chesterland, OH, USA",2013-01-19 (019) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,Q54A1-2013-01,2013-01-28 (028) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Q54A,"Coxs Mills, WV, USA",2013-01-28 (028) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,Q54A2-2013-01,2013-01-28 (028) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Q54A,"Coxs Mills, WV, USA",2013-01-28 (028) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,Q54A3-2013-01,2013-01-28 (028) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Q54A,"Coxs Mills, WV, USA",2013-01-28 (028) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N51A1-2013-02,2013-02-22 (053) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N51A,"Ashland, OH, USA",2013-02-22 (053) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N51A2-2013-02,2013-02-22 (053) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N51A,"Ashland, OH, USA",2013-02-22 (053) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N51A3-2013-02,2013-02-22 (053) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N51A,"Ashland, OH, USA",2013-02-22 (053) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P40B1-2013-03,2013-03-19 (078) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P40B,"Paris, MO, USA",2013-03-19 (078) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P40B2-2013-03,2013-03-19 (078) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P40B,"Paris, MO, USA",2013-03-19 (078) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,S57A1-2013-03,2013-03-28 (087) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,S57A,"Dark Hallow, Roseland, VA, USA",2013-03-28 (087) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,S57A2-2013-03,2013-03-28 (087) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,S57A,"Dark Hallow, Roseland, VA, USA",2013-03-28 (087) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P57A1-2013-05,2013-05-21 (141) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P57A,"Homestead Farm, Martinsburg, WV, USA",2013-05-21 (141) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P57A2-2013-05,2013-05-21 (141) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P57A,"Homestead Farm, Martinsburg, WV, USA",2013-05-21 (141) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,Q56A1-2013-05,2013-05-23 (143) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Q56A,"Snyder Ridge, Maysville, WV, USA",2013-05-23 (143) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,Q56A2-2013-05,2013-05-23 (143) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Q56A,"Snyder Ridge, Maysville, WV, USA",2013-05-23 (143) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,M44A1-2011-10,2011-10-21 (294) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M44A,"Midewin, Midewin Nat. Tallgrass Prarie, IL, USA",2013-11-08 (312) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,M44A2-2011-10,2011-10-21 (294) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M44A,"Midewin, Midewin Nat. Tallgrass Prarie, IL, USA",2013-11-08 (312) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,L42A1-2011-11,2011-11-05 (309) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L42A,"Oliver, Polo, IL, USA",2013-11-19 (323) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,L42A2-2011-11,2011-11-05 (309) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L42A,"Oliver, Polo, IL, USA",2013-11-19 (323) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,L40A1-2011-06,2011-06-20 (171) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L40A,"Anamosa, IA, USA",2013-11-27 (331) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,L40A2-2011-06,2011-06-20 (171) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L40A,"Anamosa, IA, USA",2013-11-27 (331) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,T45B1-2014-02,2014-02-12 (043) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,T45B,"Paducah, KY, USA",2014-02-12 (043) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,T45B2-2014-02,2014-02-12 (043) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,T45B,"Paducah, KY, USA",2014-02-12 (043) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,Q44B1-2014-02,2014-02-16 (047) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Q44B,"Vandalia, IL, USA",2014-02-16 (047) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,Q44B2-2014-02,2014-02-16 (047) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Q44B,"Vandalia, IL, USA",2014-02-16 (047) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,W50A1-2012-04,2012-04-17 (108) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,W50A,"Signal Mountain, TN, USA",2014-03-09 (068) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,W50A2-2012-04,2012-04-17 (108) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,W50A,"Signal Mountain, TN, USA",2014-03-09 (068) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,W52A1-2012-04,2012-04-15 (106) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,W52A,"Murphy, NC, USA",2014-03-11 (070) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,W52A2-2012-04,2012-04-15 (106) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,W52A,"Murphy, NC, USA",2014-03-11 (070) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,U53A1-2012-05,2012-05-20 (141) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V53A,"Sandy Mush, NC, USA",2014-03-14 (073) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,U53A2-2012-05,2012-05-20 (141) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V53A,"Sandy Mush, NC, USA",2014-03-14 (073) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,S51A1-2012-05,2012-05-17 (138) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,S51A,"Beattyville, KY, USA",2014-04-21 (111) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,S51A2-2012-05,2012-05-17 (138) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,S51A,"Beattyville, KY, USA",2014-04-21 (111) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P48A1-2014-05,2014-05-02 (122) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P48A,"Milroy, IN, USA",2014-05-02 (122) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P48A2-2014-05,2014-05-02 (122) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P48A,"Milroy, IN, USA",2014-05-02 (122) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N47A1-2012-09,2012-09-04 (248) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N47A,"Urbana, IN, USA",2014-05-12 (132) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N47A2-2012-09,2012-09-04 (248) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N47A,"Urbana, IN, USA",2014-05-12 (132) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,M50A1-2012-07,2012-07-18 (200) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M50A,"Fremont, OH, USA",2014-05-14 (134) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,M50A2-2012-07,2012-07-18 (200) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M50A,"Fremont, OH, USA",2014-05-14 (134) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,J47A1-2012-09,2012-09-14 (258) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J47A,"Sumner, MI, USA",2014-06-23 (174) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,J47A2-2012-09,2012-09-14 (258) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J47A,"Sumner, MI, USA",2014-06-23 (174) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I45A1-2012-11,2012-11-05 (310) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I45A,"Fountain, MI, USA",2014-07-14 (195) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I45A2-2012-11,2012-11-05 (310) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I45A,"Fountain, MI, USA",2014-07-14 (195) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I45A3-2012-11,2012-11-05 (310) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I45A,"Fountain, MI, USA",2014-07-14 (195) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,K50A1-2012-10,2012-10-12 (286) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K50A,"Casco, MI, USA",2014-07-23 (204) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,K50A2-2012-10,2012-10-12 (286) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K50A,"Casco, MI, USA",2014-07-23 (204) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,E38A1-2014-08,2014-08-14 (226) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,E38A,"The Farm, Brule, WI, USA",2014-08-14 (226) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,E38A2-2014-08,2014-08-14 (226) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,E38A,"The Farm, Brule, WI, USA",2014-08-14 (226) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,E38A3-2014-08,2014-08-14 (226) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,E38A,"The Farm, Brule, WI, USA",2014-08-14 (226) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N53A1-2012-12,2012-12-11 (346) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N53A,"Lisbon, OH, USA",2014-10-24 (297) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N53A2-2012-12,2012-12-11 (346) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N53A,"Lisbon, OH, USA",2014-10-24 (297) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,O54A1-2012-12,2012-12-14 (349) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,O54A,"Avella, PA, USA",2014-11-24 (328) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,O54A2-2012-12,2012-12-14 (349) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,O54A,"Avella, PA, USA",2014-11-24 (328) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P53A1-2012-08,2012-08-27 (240) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P53A,"Whipple, OH, USA",2014-11-24 (328) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P53A2-2012-08,2012-08-27 (240) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P53A,"Whipple, OH, USA",2014-11-24 (328) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,O52A1-2012-08,2012-08-25 (238) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,O52A,"Adamsville, OH, USA",2014-12-01 (335) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,O52A2-2012-08,2012-08-25 (238) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,O52A,"Adamsville, OH, USA",2014-12-01 (335) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,R58B1-2012-08,2012-08-08 (221) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,R58B,"Mineral, VA, USA",2015-04-28 (118) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,R58B2-2012-08,2012-08-08 (221) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,R58B,"Mineral, VA, USA",2015-04-28 (118) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I37B1-2015-05,2015-05-09 (129) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I37B,"Waseca, MN, USA",2015-05-09 (129) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I37B2-2015-05,2015-05-09 (129) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I37B,"Waseca, MN, USA",2015-05-09 (129) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I37B3-2015-05,2015-05-09 (129) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I37B,"Waseca, MN, USA",2015-05-09 (129) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I37B4-2015-05,2015-05-09 (129) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I37B,"Waseca, MN, USA",2015-05-09 (129) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,I37B5-2015-05,2015-05-09 (129) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I37B,"Waseca, MN, USA",2015-05-09 (129) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,TIGA1-2015-07,2015-07-17 (198) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,TIGA,"Tifton, GA, USA",2015-07-17 (198) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,TIGA2-2015-07,2015-07-17 (198) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,TIGA,"Tifton, GA, USA",2015-07-17 (198) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,SFIN1-2015-07,2015-07-22 (203) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,SFIN,"Lafayette, IN, USA",2015-07-22 (203) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,SFIN2-2015-07,2015-07-22 (203) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,SFIN,"Lafayette, IN, USA",2015-07-22 (203) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,SFIN3-2015-07,2015-07-22 (203) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,SFIN,"Lafayette, IN, USA",2015-07-22 (203) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,SFIN4-2015-07,2015-07-22 (203) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,SFIN,"Lafayette, IN, USA",2015-07-22 (203) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,F33B1-2015-08,2015-08-01 (213) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,F33B,"5 Mile Ranch, Herman, MN, USA",2015-08-01 (213) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,F33B2-2015-08,2015-08-01 (213) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,F33B,"5 Mile Ranch, Herman, MN, USA",2015-08-01 (213) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,F33B3-2015-08,2015-08-01 (213) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,F33B,"5 Mile Ranch, Herman, MN, USA",2015-08-01 (213) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P38B1-2015-08,2015-08-11 (223) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P38B,"Dawn, MO, USA",2015-08-11 (223) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P38B2-2015-08,2015-08-11 (223) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P38B,"Dawn, MO, USA",2015-08-11 (223) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,P38B3-2015-08,2015-08-11 (223) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P38B,"Dawn, MO, USA",2015-08-11 (223) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,MDND1-2015-08,2015-08-12 (224) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,MDND,"Maddock, ND, USA",2015-08-12 (224) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,MDND2-2015-08,2015-08-12 (224) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,MDND,"Maddock, ND, USA",2015-08-12 (224) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,MDND3-2015-08,2015-08-12 (224) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,MDND,"Maddock, ND, USA",2015-08-12 (224) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N62A1-2017-12,2017-12-04 (338) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N62A,"Caumsett State Park, Huntington, NY, USA",2017-12-04 (338) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N62A2-2017-12,2017-12-04 (338) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N62A,"Caumsett State Park, Huntington, NY, USA",2017-12-04 (338) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N62A3-2017-12,2017-12-04 (338) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N62A,"Caumsett State Park, Huntington, NY, USA",2017-12-04 (338) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N62A4-2017-12,2017-12-04 (338) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N62A,"Caumsett State Park, Huntington, NY, USA",2017-12-04 (338) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N62A5-2017-12,2017-12-04 (338) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N62A,"Caumsett State Park, Huntington, NY, USA",2017-12-04 (338) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,441B1-2018-01,2018-01-31 (031) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,441B,"Storozyszyn Site, DeRidder, LA, USA",2018-01-31 (031) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,441B2-2018-01,2018-01-31 (031) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,441B,"Storozyszyn Site, DeRidder, LA, USA",2018-01-31 (031) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,SUSD1-2010-08,2010-08-23 (235) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,SUSD,"Miller, SD, USA",2018-08-15 (227) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N41A1-2018-11,2018-11-10 (314) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N41A,"Harden Midland Farm, Stronghurst, IL, ISA",2018-11-10 (314) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N41A2-2018-11,2018-11-10 (314) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N41A,"Harden Midland Farm, Stronghurst, IL, ISA",2018-11-10 (314) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N38B1-2018-11,2018-11-12 (316) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N38B,"Corydon, IA, USA",2018-11-12 (316) 00:00:00
BATTERY,UNKNOWN,UNKNOWN,N38B2-2018-11,2018-11-12 (316) 00:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,N38B,"Corydon, IA, USA",2018-11-12 (316) 00:00:00
