category,manufacturer,modelname,serialnumber,ondate,inventory,operatorcode,project,ownercode,propertytag,epochnotes,isinstalled,netcode,lookupcode,monname,installdate
BATTERY,UNKNOWN,UNKNOWN,Y57A2-2021-07,2021-07-20 (201) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Y57A,"Sumter, SC, USA",2021-07-20 (201) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,T57A1-2021-07,2021-07-23 (204) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,T57A,"Hurt, VA, USA",2021-07-23 (204) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,T57A2-2021-07,2021-07-23 (204) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,T57A,"Hurt, VA, USA",2021-07-23 (204) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,T59A1-2021-07,2021-07-24 (205) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,T59A,"Double 'B' Farms, VA, USA",2021-07-24 (205) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,T59A2-2021-07,2021-07-24 (205) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,T59A,"Double 'B' Farms, VA, USA",2021-07-24 (205) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,K62A1-2021-08,2021-08-03 (215) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K62A,"Royalston, MA, USA",2021-08-03 (215) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,K62A2-2021-08,2021-08-03 (215) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K62A,"Royalston, MA, USA",2021-08-03 (215) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,K62A3-2021-08,2021-08-03 (215) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K62A,"Royalston, MA, USA",2021-08-03 (215) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,P46A1-2021-08,2021-08-08 (220) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P46A,"Rosedale, IN, USA",2021-08-08 (220) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,P46A2-2021-08,2021-08-08 (220) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P46A,"Rosedale, IN, USA",2021-08-08 (220) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L64A1-2021-11,2021-11-01 (305) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L64A,"Middleborough, MA, USA",2021-11-11 (315) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L64A2-2021-11,2021-11-11 (315) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L64A,"Middleborough, MA, USA",2021-11-11 (315) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L64A3-2021-11,2021-11-11 (315) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L64A,"Middleborough, MA, USA",2021-11-11 (315) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,M63A1-2021-11,2021-11-13 (317) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M63A,"Gales Ferry, CT, USA",2021-11-13 (317) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,M63A2-2021-11,2021-11-13 (317) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M63A,"Gales Ferry, CT, USA",2021-11-13 (317) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,M63A3-2021-11,2021-11-13 (317) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,M63A,"Gales Ferry, CT, USA",2021-11-13 (317) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L46A1-2021-11,2021-11-15 (319) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L46A,"Eau Claire, MI, USA",2021-11-15 (319) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L46A2-2021-11,2021-11-15 (319) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L46A,"Eau Claire, MI, USA",2021-11-15 (319) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L46A3-2021-11,2021-11-15 (319) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L46A,"Eau Claire, MI, USA",2021-11-15 (319) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,G62A1-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,G62A,"West of Eustis, ME, USA",2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,G62A2-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,G62A,"West of Eustis, ME, USA",2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,G62A3-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,G62A,"West of Eustis, ME, USA",2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I63A1-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I63A,"Otisfield, ME, USA",2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I63A2-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I63A,"Otisfield, ME, USA",2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I63A3-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I63A,"Otisfield, ME, USA",2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,K57A1-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K57A,Scipio Center,2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,K57A2-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K57A,Scipio Center,2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,K57A3-2021-11,2021-11-16 (320) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,K57A,Scipio Center,2021-11-16 (320) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,F64A1-2021-11,2021-11-17 (321) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,F64A,"Sherman, ME, USA",2021-11-17 (321) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,F64A2-2021-11,2021-11-17 (321) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,F64A,"Sherman, ME, USA",2021-11-17 (321) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,F64A3-2021-11,2021-11-17 (321) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,F64A,"Sherman, ME, USA",2021-11-17 (321) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,G65A1-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,G65A,"Princeton, ME, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,G65A2-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,G65A,"Princeton, ME, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,G65A3-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,G65A,"Princeton, ME, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I62A1-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I62A,"Tamworth, NH, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I62A2-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I62A,"Tamworth, NH, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I62A3-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I62A,"Tamworth, NH, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L56A1-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L56A,"Greenwood, NY, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L56A2-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L56A,"Greenwood, NY, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L56A3-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L56A,"Greenwood, NY, USA",2021-11-18 (322) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L59A1-2021-11,2021-11-19 (323) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L59A,"Walton, NY, USA",2021-11-19 (323) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L59A2-2021-11,2021-11-19 (323) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L59A,"Walton, NY, USA",2021-11-19 (323) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,L59A3-2021-11,2021-11-19 (323) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,L59A,"Walton, NY, USA",2021-11-19 (323) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Z35B1-2021-11,2021-11-19 (323) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Z35B,"Perchaven, Sanger, TX USA",2021-11-19 (323) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Z35B2-2021-11,2021-11-18 (322) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Z35B,"Perchaven, Sanger, TX USA",2021-11-19 (323) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Z38B1-2021-11,2021-11-19 (323) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Z38B,"Mount Pleasant, TX, USA",2021-11-19 (323) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Z38B2-2021-11,2021-11-19 (323) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Z38B,"Mount Pleasant, TX, USA",2021-11-19 (323) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I49A1-2021-11,2021-11-20 (324) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I49A,"Point Hope, MI, USA",2021-11-20 (324) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I49A2-2021-11,2021-11-20 (324) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I49A,"Point Hope, MI, USA",2021-11-20 (324) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,I49A3-2021-11,2021-11-20 (324) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,I49A,"Point Hope, MI, USA",2021-11-20 (324) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,J59A1-2021-11,2021-11-21 (325) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J59A,"Piesco, NY, USA",2021-11-21 (325) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,J59A2-2021-11,2021-11-21 (325) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J59A,"Piesco, NY, USA",2021-11-21 (325) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,J59A3-2021-11,2021-11-21 (325) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J59A,"Piesco, NY, USA",2021-11-21 (325) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,J57A1-2021-11,2021-11-22 (326) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J57A,"Williamstown, NY, USA",2021-11-22 (326) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,J57A2-2021-11,2021-11-22 (326) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J57A,"Williamstown, NY, USA",2021-11-22 (326) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,J57A3-2021-11,2021-11-22 (326) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,J57A,"Williamstown, NY, USA",2021-11-22 (326) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,P61A1-2021-12,2021-12-15 (349) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P61A,"Hammonton, NJ, USA",2021-12-15 (349) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,P61A2-2021-12,2021-12-15 (349) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,P61A,"Hammonton, NJ, USA",2021-12-15 (349) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,R61A1-2021-12,2021-12-18 (352) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,R61A,"Willards, MD, USA",2021-12-18 (352) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,R61A2-2021-12,2021-12-18 (352) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,R61A,"Willards, MD, USA",2021-12-18 (352) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,S61A1-2021-12,2021-12-19 (353) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,S61A,"Accomac, VA, USA",2021-12-19 (353) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,S61A2-2021-12,2021-12-19 (353) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,S61A,"Accomac, VA, USA",2021-12-19 (353) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Y52A1-2022-01,2022-01-19 (019) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Y52A,"Lilburn, GA, USA",2022-01-19 (019) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Y52A2-2022-01,2022-01-19 (019) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Y52A,"Lilburn, GA, USA",2022-01-19 (019) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,257A1-2022-01,2022-01-23 (023) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,257A,"Skidaway Island, Savannah, GA, USA",2022-01-23 (023) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,257A2-2022-01,2022-01-23 (023) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,257A,"Skidaway Island, Savannah, GA, USA",2022-01-23 (023) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,152A1-2022-01,2022-01-25 (025) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,152A,"Waverly Hall, GA, USA",2022-01-25 (025) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,152A2-2022-01,2022-01-25 (025) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,152A,"Waverly Hall, GA, USA",2022-01-25 (025) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Y49A1-2022-01,2022-01-27 (027) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Y49A,"Blount Mountain, AL, USA",2022-01-27 (027) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,Y49A2-2022-01,2022-01-27 (027) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,Y49A,"Blount Mountain, AL, USA",2022-01-27 (027) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,061Z1-2022-02,2022-02-22 (053) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,061Z,"Ochoppi, FL, USA",2022-02-22 (053) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,061Z2-2022-02,2022-02-22 (053) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,061Z,"Ochoppi, FL, USA",2022-02-22 (053) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,656A1-2022-02,2022-02-23 (054) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,656A,"Willston, FL, USA",2022-02-23 (054) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,656A2-2022-02,2022-02-23 (054) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,656A,"Willston, FL, USA",2022-02-23 (054) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,451A1-2022-02,2022-02-24 (055) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,451A,"Vernon, FL, USA",2022-02-24 (055) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,451A2-2022-02,2022-02-24 (055) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,451A,"Vernon, FL, USA",2022-02-24 (055) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,545B1-2022-02,2022-02-26 (057) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,545B,"Wilberts Farm, Edgard, LA, USA",2022-02-26 (057) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,545B2-2022-02,2022-02-26 (057) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,545B,"Wilberts Farm, Edgard, LA, USA",2022-02-26 (057) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,346B1-2022-02,2022-02-28 (059) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,346B,"Big Creek Wildlife, Hattiesburg, MS, USA",2022-02-28 (059) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,346B2-2022-02,2022-02-28 (059) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,346B,"Big Creek Wildlife, Hattiesburg, MS, USA",2022-02-28 (059) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,346B3-2022-02,2022-02-28 (059) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,346B,"Big Creek Wildlife, Hattiesburg, MS, USA",2022-02-28 (059) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,KMSC1-2022-03,2022-03-02 (061) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,KMSC,"Kings Moutain, Blacksburg, SC, USA",2022-03-02 (061) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,KMSC2-2022-03,2022-03-02 (061) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,KMSC,"Kings Moutain, Blacksburg, SC, USA",2022-03-02 (061) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,V55A1-2022-03,2022-03-03 (062) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V55A,"Morning Dew, Taylorsville, NC, USA",2022-03-03 (062) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,V55A2-2022-03,2022-03-03 (062) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V55A,"Morning Dew, Taylorsville, NC, USA",2022-03-03 (062) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,U56A1-2022-03,2022-03-06 (065) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,U56A,"King, NC, USA",2022-03-06 (065) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,U56A2-2022-03,2022-03-06 (065) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,U56A,"King, NC, USA",2022-03-06 (065) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,V61A1-2022-03,2022-03-07 (066) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V61A,"Roper, NC, USA",2022-03-07 (066) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,V61A2-2022-03,2022-03-07 (066) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V61A,"Roper, NC, USA",2022-03-07 (066) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,X58A1-2022-03,2022-03-08 (067) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,X58A,"Rowland, NC, USA",2022-03-08 (067) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,X58A2-2022-03,2022-03-08 (067) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,X58A,"Rowland, NC, USA",2022-03-08 (067) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,W59A1-2022-03,2022-03-09 (068) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,W59A,"Clinton, NC, USA",2022-03-09 (068) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,W59A2-2022-03,2022-03-09 (068) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,W59A,"Clinton, NC, USA",2022-03-09 (068) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,V58A1-2022-03,2022-03-10 (069) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V58A,"WIndy Hill, Pittsboro, NC, USA",2022-03-10 (069) 16:00:00
BATTERY,UNKNOWN,UNKNOWN,V58A2-2022-03,2022-03-10 (069) 16:00:00,FUNCTIONAL,ASL,,,,,Yes,N4,V58A,"WIndy Hill, Pittsboro, NC, USA",2022-03-10 (069) 16:00:00